n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;~;;;;;;;;bar;;;Хочешь попробовать?;
;~;;;;;;;;ass;;;ээ, щас занята;
;assbarB_S_0005;last_run_fail;talk_ass,talk_bar;bar;conv;1002;assbar_conv;TRUE;ass;;;сталь подвела или как?;
;~;;;;;;;;bar;;;Оскорбляй меня, но не оружие.;
;~;;;;;;;;ass;;;сорри, тогда не буду трогать твоё топорное кунг-фу;
;assbarB_S_0006;last_run_fail;talk_ass,talk_bar;bar;conv;1001;assbar_conv;TRUE;ass;;;хоть повеселился?;
;~;;;;;;;;bar;;;Неудача — не веселье. Но бой был хорош.;
;assbarB_S_0007;last_run_fail;talk_ass,talk_bar;bar;conv;1002;assbar_conv;FALSE;ass;;;хоть кучу их перебил?;
;~;;;;;;;;bar;;;.;
;~;;;;;;;;bar;;;...;
;~;;;;;;;;bar;;;Скелеты — да! Я уничтожил уйму этих тварей!;
;~;;;;;;;;bar;;;Это была славная битва!;
;asswar_M_0001;;talk_ass,talk_war;ass,war;conv;1;asswar_conv;FALSE;war;;;Так, ты убийца?;
;~;;;;;;;;ass;;;а;
;~;;;;;;;;war;;;Я. Скади.;
;~;;;;;;;;ass;;;никси;
;~;;;;;;;;ass;;;отличный разговор.;
;asswar_M_0002;;talk_ass,talk_war;ass,war;conv;2;asswar_conv;FALSE;ass;;;ты же горянка из Свальборда, нет?;
;~;;;;;;;;war;;;Это по волосам догадалась?;
;~;;;;;;;;war;;;Нет, стой. По юбке.;
;~;;;;;;;;ass;;;...;
;~;;;;;;;;war;;;Прости. Это было грубо с моей стороны.;
;asswar_M_0003;;talk_ass,talk_war;ass,war;conv;3;asswar_conv;FALSE;war;;;Ещё раз извини за прошлый раз.;
;~;;;;;;;;war;;;А как там у тебя на родине?;
;~;;;;;;;;ass;;;гоблины, тролли, короли грибов. всякое такое;
;~;;;;;;;;ass;;;мы тёмные эльфы живём под землёй, знаешь ли;
;~;;;;;;;;war;;;Звучит опасно.;
;~;;;;;;;;ass;;;вообще-то довольно мирно;
;~;;;;;;;;ass;;;у всего очень неторопливый темп.;
;asswar_M_0004;;talk_ass,talk_war;ass,war;conv;4;asswar_conv;FALSE;war;;;И что привело тебя сюда?;
;~;;;;;;;;ass;;;?;
;~;;;;;;;;ass;;;собираюсь убить Смерть. личные причины.;
;~;;;;;;;;war;;;Понятно.;
;~;;;;;;;;war;;;Ну… эм. Звучит хорошо.;
;asswar_M_0005;;talk_ass,talk_war;ass,war;conv;5;asswar_conv;FALSE;ass;;;а ты?;
;~;;;;;;;;war;;;Прости, что?;
;~;;;;;;;;ass;;;почему ты здесь?;
;~;;;;;;;;war;;;Чтобы стать героем.;
;~;;;;;;;;ass;;;странная цель.;
;asswar_M_0006;kill_VampireLord;talk_ass,talk_war;ass,war;conv;6;asswar_conv;FALSE;ass;;;и зачем тебе быть «героем»?;
;~;;;;;;;;war;;;Чтобы доказать себе.;
;~;;;;;;;;ass;;;не нужно чужих, чтобы узнать, кто ты.;
;~;;;;;;;;war;;;Это не для других.;
;asswar_S_0001;;talk_ass,talk_war;ass,war;conv;1000;asswar_conv;FALSE;ass;;;ты рыбачишь?;
;~;;;;;;;;war;;;Рыбачу? У меня не очень получается.;
;~;;;;;;;;ass;;;ну и ладно.;
;asswar_S_0002;;talk_ass,talk_war;ass,war;conv;1001;asswar_conv;FALSE;war;;;Я… никогда не слышала о героях-убийцах.;
;~;;;;;;;;ass;;;а как же Принц Эрса?;
;~;;;;;;;;war;;;Никогда о нём не слышала.;
;~;;;;;;;;ass;;;это потому что он был настолько хорош.;
;~;;;;;;;;war;;;А, понятно.;
;asswar_S_0004;;talk_ass,talk_war;ass,war;conv;1003;asswar_conv;FALSE;ass;;;прости, мне всегда было любопытно…;
;~;;;;;;;;ass;;;правда, что в Свальборде устраивают гонки на северных оленях?;
;~;;;;;;;;war;;;да.;
;~;;;;;;;;ass;;;Ого! Класс!!;
;~;;;;;;;;war;;;Нет. Они почти не гоняют.;
;asswar_S_0005;;talk_ass,talk_war;ass,war;conv;1004;asswar_conv;FALSE;war;;;Это не слишком бестактный вопрос?;
;~;;;;;;;;ass;;;вали;
;~;;;;;;;;war;;;...А правда, что твоя кожа светится в лунном свете?;
;~;;;;;;;;ass;;;И сверкает.;
;~;;;;;;;;war;;;Оо… Вот бы и моя так умела.;
;~;;;;;;;;ass;;;не хочешь. быстро надоедает.;
;asswar_S_0006;;talk_ass,talk_war;ass,war;conv;1005;asswar_conv;FALSE;war;;;Так… короли грибов?;
;~;;;;;;;;ass;;;ага. наш король умер всего несколько лет назад.;
;~;;;;;;;;ass;;;не знаю, что там щас творится, давно вниз не спускалась.;
;~;;;;;;;;war;;;а они там… злые или как?;
;~;;;;;;;;ass;;;да нет, всё было вполне мирно.;
;~;;;;;;;;ass;;;он соединил для нас все туннели, снабжал нас…;
;~;;;;;;;;ass;;;…знаешь что, неважно. Лектор из меня так себе.;
;~;;;;;;;;ass;;;спроси Меррис, она в курсе.;
;asswar_S_0007;;talk_ass,talk_war;ass,war;conv;1006;asswar_conv;TRUE;ass;;;думаешь, грибы после смерти попадают во Владение Смерти?;
;~;;;;;;;;war;;;Полагаю, туда попадает всё.;
;~;;;;;;;;ass;;;круто. Тогда, может, встречу короля.;
;asswar_S_0008;;talk_ass,talk_war;ass,war;conv;1007;asswar_conv;TRUE;war;;;Значит, если ты всадишь Смерти нож в спину в темноте, кто расскажет эту историю?;
;~;;;;;;;;ass;;;оставлю бардам — они что-нибудь наплетут.;
;~;;;;;;;;ass;;;их бред всегда отличное прикрытие.;
;asswarA_S_0001;last_run_fail;talk_ass,talk_war;ass;conv;1001;asswar_conv;TRUE;war;;;Его ты, полагаю, не видела?;
;~;;;;;;;;ass;;;одна из тех попыток, о которых мы не говорим.;
;asswarA_S_0002;last_run_fail;talk_ass,talk_war;ass;conv;1000;asswar_conv;TRUE;war;;;А там, внизу, видела?;
;~;;;;;;;;ass;;;без комментариев.;
;asswarA_S_0003;last_run_fail and asswar_S_0002;talk_ass,talk_war;ass;conv;1002;asswar_conv;FALSE;war;;;Значит, вот как странствовал тот принц Эрса?;
;~;;;;;;;;ass;;;меня ещё и новичок теперь подкалывает.;
;~;;;;;;;;ass;;;иногда жалею, что герои-убийцы тычут ножом в своих бардов.;
;asswarA_S_0004;last_run_fail;talk_ass,talk_war;ass;conv;1000;asswar_conv;TRUE;war;;;А ты не можешь пробраться незаметно и разыскать его?;
;~;;;;;;;;ass;;;Хотелось бы.;
;asswarB_S_0001;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;war;;;Я бы попросила совета, но у нас совсем разные ремёсла.;
;~;;;;;;;;ass;;;не проиграй.;
;~;;;;;;;;war;;;Совет настолько общий и бесполезный, что нам даже подходит.;
;asswarB_S_0002;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;war;;;А как убийца справляется с провалом?;
;~;;;;;;;;ass;;;немного их встречала, не скажу.;
;~;;;;;;;;ass;;;лично я сбегаю.;
;asswarB_S_0003;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;ass;;;провал, который не кончается твоей смертью или разоблачением, — просто шаг.;
;~;;;;;;;;war;;;Но Смерть о нас всё же знает.;
;~;;;;;;;;ass;;;если твоя цель тебя не принимает в расчёт, ты вне подозрений.;
;~;;;;;;;;ass;;;пусть недооценивают, пока кинжал не окажется у их горла.;
;assran_M_0001;;talk_ass,talk_ran;ass,ran;conv;1;assran_conv;FALSE;ran;;;Не думал, что вообще увижу лунного эльфа.;
;~;;;;;;;;ass;;;я не лунный эльф!;
;~;;;;;;;;ran;;;О, значит, ты из… Подземелья.;
;~;;;;;;;;ass;;;разочарован?!;
;~;;;;;;;;ran;;;Да, немного.;
;assran_M_0002;;talk_ass,talk_ran;ass,ran;conv;2;assran_conv;FALSE;ran;;;А ведь я вспомнил — мы пропустили знакомство.;
;~;;;;;;;;ran;;;Я Лориэн.;
;~;;;;;;;;ass;;;твоя сестра уже рассказала. я Никси.;
;~;;;;;;;;ran;;;Восхитительно.;
;~;;;;;;;;ass;;;круто.;
;assran_M_0003;;talk_ass,talk_ran;ass,ran;conv;3;assran_conv;FALSE;ran;;;А я думал, призрачные эльфы редко поднимаются наверх.;
;~;;;;;;;;ass;;;я не какая-то рептилия, чтобы «всплывать»!;
;~;;;;;;;;ran;;;Они называются «рыбы».;
;~;;;;;;;;ass;;;не разговаривай со мной так, будто я всю жизнь просидела в норе!;
;~;;;;;;;;ran;;;Ну.;
;~;;;;;;;;ass;;;... ..;
;~;;;;;;;;ass;;;...да замолчи!;
;assran_M_0004;;talk_ass,talk_ran;ass,ran;conv;4;assran_conv;FALSE;ran;;;Ну а Подземелье хоть чем-то похоже на Подземный мир?;
;~;;;;;;;;ass;;;даже ничуть.;
;~;;;;;;;;ran;;;Значит, грязнее?;
;~;;;;;;;;ass;;;и поинтереснее.;
;~;;;;;;;;ran;;;Понятно… Мы вообще не о том говорим.;
;assran_M_0005;;talk_ass,talk_ran;ass,ran;conv;5;assran_conv;FALSE;ran;;;В Подземелье много спроса на убийц?;
;~;;;;;;;;ass;;;ага, чтобы расправляться с вашими сородичами, которые норовят к нам докопаться.;
;~;;;;;;;;ran;;;О.;
;assran_M_0006;;talk_ass,talk_ran;ass,ran;conv;6;assran_conv;FALSE;ass;;;Меррис ни словом не обмолвилась, что она из королевской крови.;
;~;;;;;;;;ran;;;Сложно догадаться, да? Она совсем не держится как принцесса.;
;~;;;;;;;;ass;;;а ты и не одеваешься подобающе.;
;~;;;;;;;;ran;;;Это практичная одежда.;
;~;;;;;;;;ran;;;Героизм важнее стиля.;
;assran_S_0001;;talk_ass,talk_ran;ass,ran;conv;7;assran_conv;FALSE;ran;;;А как ты относишься к прозвищу «эльфы-гномы»?;
;~;;;;;;;;ass;;;это комплимент, с ними очень весело.;
;~;;;;;;;;ran;;;Что?! Но… вы же эльфы! Утончённые, изящные…;
;~;;;;;;;;ran;;;А гномы такие… такие… буйные.;
;~;;;;;;;;ass;;;ага. нет ничего лучше гномьего пира.;
;~;;;;;;;;ran;;;У меня не было «счастья» это попробовать.;
;assranB_S_0001;last_run_fail and assran_M_0003;talk_ass,talk_ran;ran;conv;1001;assran_conv;FALSE;ran;;;Разве в том Подземном мире тебе не должно быть как дома?;
;~;;;;;;;;ass;;;как я сказала, они совсем разные!;
;assranB_S_0002;last_run_fail;talk_ass,talk_ran;ran;conv;1001;assran_conv;FALSE;ran;;;Там внизу такое унылое место.;
;~;;;;;;;;ass;;;а в мрачности что-то не так?;
;~;;;;;;;;ran;;;Верно. Прошу прощения.;
;assdru_M_0001;;talk_ass,talk_dru;ass,dru;conv;1;assdru_conv;FALSE;ass;;;отлично, друид.;
;~;;;;;;;;dru;;;Призрачный эльф?! Именно сейчас?!;
;~;;;;;;;;dru;;;Мойры надо мной смеются.;
;~;;;;;;;;ass;;;ты, наверное, заслужила;
;assdru_S_0001;;talk_ass,talk_dru;ass,dru;conv;1001;assdru_conv;FALSE;dru;;;Я два месяца искала твою кровь, эльфийка.;
;~;;;;;;;;ass;;;Что?!;
;~;;;;;;;;dru;;;Кровь призрачного эльфа. Редкость.;
;~;;;;;;;;dru;;;Не думала, что увижу кого-то из вас во плоти.;
;~;;;;;;;;ass;;;а я надеялась никогда не встречать вас;
;assdru_S_0002;;talk_ass,talk_dru;ass,dru;conv;1002;assdru_conv;FALSE;ass;;;и какого черта ты собиралась делать с кровью призрачного эльфа?;
;~;;;;;;;;ass;;;...просто любопытно.;
;~;;;;;;;;dru;;;Ритуал, чтобы вернуть к жизни погибшие деревья. Для него нужна призрачная кровь.;
;~;;;;;;;;ass;;;вообще-то история бодрее, чем я думала.;
;assdru_S_0003;;talk_ass,talk_dru;ass,dru;conv;1003;assdru_conv;FALSE;ass;;;извини, пожертвовать, пожалуй, не смогу. крови призрачного эльфа;
;~;;;;;;;;dru;;;Жертофать? Я не понимаю.;
;~;;;;;;;;ass;;;да неважно, забудь.;
;assdru_S_0004;;talk_ass,talk_dru;ass,dru;conv;1004;assdru_conv;FALSE;ass;;;сочувствую твоему лесу.;
;~;;;;;;;;ass;;;я знаю, каково это — когда твоя родина… ну, ты поняла.;
;~;;;;;;;;dru;;;С-... С-спасибо.;
;~;;;;;;;;ass;;;судя по скрежету зубов, такие слова даются тебе непривычно.;
;~;;;;;;;;ass;;;хотя мне бы тоже смолчать…;
;assdru_S_0005;;talk_ass,talk_dru;ass,dru;conv;1005;assdru_conv;FALSE;ass;;;ты же в курсе, что животные тоже принимают ванны?;
;~;;;;;;;;dru;;;Ты, наверное, путаешь с червями.;
;~;;;;;;;;dru;;;Большинство обычных существ прячутся, когда идёт дождь.;
;~;;;;;;;;ass;;;дождь это не… да ладно.;
;barwar_M_0001;;talk_bar,talk_war;bar,war;conv;1;barwar_conv;FALSE;war;;;!;
;~;;;;;;;;war;;;!!;
;~;;;;;;;;bar;;;Чего смотришь, воин?;
;~;;;;;;;;war;;;Ты… ты…;
;~;;;;;;;;war;;;И металлическая рука, и всё такое… да не может быть!;
;~;;;;;;;;war;;;Ты же Кронт!! И ты назвал меня воином!;
;~;;;;;;;;bar;;;Ха, успокойся. Дыши, тут мало воздуха.;
;~;;;;;;;;bar;;;Смотри, объяснять много, но я постараюсь.;
;~;;;;;;;;@fade;;;;
;~;;;;;;;;bar;;;Ты иди Смерть убивать, потом поговорим.;
;barwar_M_0002;;talk_bar,talk_war;bar,war;conv;2;barwar_conv;FALSE;bar;;;Воин, я забыл имя спросить.;
;~;;;;;;;;war;;;Я… я Скади.;
;~;;;;;;;;bar;;;Чего ты застыла?;
;~;;;;;;;;war;;;Я просто. Я-… я… ты легенда. Стоишь передо мной.;
;~;;;;;;;;bar;;;Ах, старая легенда. Старой легенде верить нельзя.;
;~;;;;;;;;bar;;;Через слишком много ртов прошла.;
;barwar_M_0003;;talk_bar,talk_war;bar,war;conv;3;barwar_conv;FALSE;war;;;Не ожидала встретить здесь кого-то вроде тебя.;
;~;;;;;;;;bar;;;Думаешь, я великий воин, да?;
;~;;;;;;;;bar;;;Старые варвары вроде меня ищут последний подвиг, на котором умрут.;
;~;;;;;;;;bar;;;Ха-ха! Но не переживай, у тебя получится! Суставы ещё гнутся плавно.;
;~;;;;;;;;war;;;Будем надеяться, я не разочарую…;
;barwar_M_0004;;talk_bar,talk_war;bar,war;conv;4;barwar_conv;FALSE;bar;;;Впервые пытаешься убить бога?;
;~;;;;;;;;war;;;Вообще-то это первый мой профессиональный поход…;
;~;;;;;;;;bar;;;Тогда выйдет отличная история.;
;~;;;;;;;;bar;;;Новичок обходит бесполезных ветеранов!;
;~;;;;;;;;bar;;;Ха! Я за тебя болею, только чтоб на лица других посмотреть.;
;barwar_M_0005;seen_VampireLord;talk_bar,talk_war;bar,war;conv;5;barwar_conv;FALSE;war;;;Если можно спросить… что привело тебя сюда?;
;~;;;;;;;;bar;;;Я сказал — последнее дело, на котором умру!;
;~;;;;;;;;war;;;Но… это же не может быть всё, да? Ты не можешь просто так закончить!;
;~;;;;;;;;bar;;;Слава и хвала не так хороши, как о них говорят, воин.;
;barwar_M_0006;seen_VampireLord;talk_bar,talk_war;bar,war;conv;6;barwar_conv;FALSE;bar;;;Герой — это тот, кем движет цель, а не подвиг, воин.;
;~;;;;;;;;war;;;…ты хочешь сказать, что из меня не выйдет героя.;
;~;;;;;;;;bar;;;Нет. Просто совет, над которым подумай.;
;~;;;;;;;;bar;;;Думать важно. Я в молодости мало думал.;
;~;;;;;;;;bar;;;Теперь старый и всё жалею.;
;barwar_M_0007;kill_VampireLord;talk_bar,talk_war;bar,war;conv;7;barwar_conv;FALSE;war;;;Я подумала над твоими словами и…;
;~;;;;;;;;war;;;Я хочу доказать себе, стать больше, чем я есть.;
;~;;;;;;;;war;;;Разве это не цель? Не подвиг?;
;~;;;;;;;;bar;;;Тут по-разному. В этих словах глубина есть.;
;~;;;;;;;;bar;;;Копай глубже. Спроси себя, почему.;
;~;;;;;;;;bar;;;Эх, в твои годы я бы тоже спросил, почему.;
;barwar_S_0001;;talk_bar,talk_war;bar,war;conv;1000;barwar_conv;FALSE;bar;;;Хорошо, что здесь наконец есть настоящий воин.;
;~;;;;;;;;war;;;Я? Но тут полным-полно героев!;
;~;;;;;;;;bar;;;Я сказал воин, а не герой.;
;~;;;;;;;;war;;;Ох…;
;~;;;;;;;;bar;;;Зато ты проходишь по обоим.;
;~;;;;;;;;war;;;!;
;barwar_S_0002;;talk_bar,talk_war;bar,war;conv;1001;barwar_conv;FALSE;bar;;;Чего не топор? Топор лучше меча.;
;~;;;;;;;;war;;;Вообще-то это меч горца.;
;~;;;;;;;;bar;;;Ладно, справедливо.;
;barwar_S_0003;;talk_bar,talk_war;bar,war;conv;1002;barwar_conv;FALSE;bar;;;Сражался бок о бок с твоей роднёй. Сильная баба.;
;~;;;;;;;;war;;;Хильда Храбрая? Против той орды демонов?;
;~;;;;;;;;bar;;;Хильда Безрассудная больше подходит.;
;~;;;;;;;;war;;;И это от тебя звучит?;
;~;;;;;;;;bar;;;Ага, ещё один справедливый довод.;
;barwar_S_0004;;talk_bar,talk_war;bar,war;conv;1003;barwar_conv;FALSE;war;;;Есть у тебя мифические истории?;
;~;;;;;;;;bar;;;Только помню сплошные бардовые преувеличения.;
;~;;;;;;;;war;;;А меня это не смущает!;
;~;;;;;;;;bar;;;Иди со мной на охоту завтра.;
;~;;;;;;;;bar;;;К тому времени я вспомню историю как было.;
;barwar_S_0005;;talk_bar,talk_war;bar,war;conv;1004;barwar_conv;FALSE;bar;;;Эля тут не хватает.;
;~;;;;;;;;war;;;Да… Может, найдём где-нибудь внизу.;
;~;;;;;;;;bar;;;Спрошу у лавочника!;
;barwarA_S_0001;last_run_fail;talk_bar,talk_war;bar;conv;1010;barwar_conv;TRUE;war;;;Ты его одолел?!;
;~;;;;;;;;bar;;;Ха-ха! Нет. Вот это, скорее, ты меня опередишь.;
;~;;;;;;;;bar;;;Я просто слегка расчищу путь.;
;barwarA_S_0002;last_run_fail;talk_bar,talk_war;bar;conv;1000;barwar_conv;TRUE;bar;;;Знаю одного барда, который напишет об этом провале.;
;~;;;;;;;;war;;;Они же не узнают.;
;~;;;;;;;;bar;;;У бардов свои пути. Бойся бардов, Скади. Единственный враг, которого не одолеть оружием.;
;barwarA_S_0003;last_run_fail;talk_bar,talk_war;bar;conv;1003;barwar_conv;TRUE;war;;;Странно смотреть, как мои кумиры проигрывают.;
;~;;;;;;;;bar;;;Кумиры всегда падают наземь. Смотри, куда их ставишь.;
;barwarA_S_0004;last_run_fail;talk_bar,talk_war;bar;conv;1000;barwar_conv;TRUE;bar;;;Не учись у меня, воительница.;
;~;;;;;;;;war;;;Провал — великий учитель?;
;~;;;;;;;;bar;;;Ладно. Делай всё наоборот от меня!;
;barwarA_S_0006;last_run_fail;talk_bar,talk_war;bar;conv;1001;barwar_conv;TRUE;war;;;Попытка, о которой напишут барды?;
;~;;;;;;;;bar;;;Не будет, если застану их за писаниной.;
;barwarB_S_0001;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;war;;;Я проиграла. Но в следующий раз достану его.;
;~;;;;;;;;bar;;;Вот это дух!;
;barwarB_S_0002;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;bar;;;Не унывай из-за провала.;
;~;;;;;;;;bar;;;Однажды я штурмовал эту гору — трижды падал.;
;~;;;;;;;;bar;;;Раз снежный человек столкнул, другой — лавина.;
;~;;;;;;;;war;;;А третий?;
;~;;;;;;;;bar;;;Рука с камня соскользнула.;
;barwarB_S_0003;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;bar;;;В любом эпическом походе нужна арка падения.;
;~;;;;;;;;war;;;Всё ещё жду взлёта.;
;barwarB_S_0004;last_run_fail;talk_bar,talk_war;war;conv;1001;barwar_conv;TRUE;bar;;;Провал — хороший учитель.;
;~;;;;;;;;war;;;О твоих провалах я почти не слышала.;
;~;;;;;;;;bar;;;Ни один бард такое не напишет — работу потеряет! Ну, если я его найду.;
;barwarB_S_0005;last_run_fail;talk_bar,talk_war;war;conv;1002;barwar_conv;FALSE;bar;;;Как успехи?;
;~;;;;;;;;war;;;Не будь у меня Песочных Часов, я была бы уже мертва…;
;~;;;;;;;;bar;;;Ба, героям всегда помогают.;
;~;;;;;;;;bar;;;Глупая удача и чудеса — часть профессии.;
;barwarB_S_0006;last_run_fail;talk_bar,talk_war;war;conv;1001;barwar_conv;TRUE;war;;;И как ты справляешься с провалами?!;
;~;;;;;;;;bar;;;Быть простаком.;
;~;;;;;;;;war;;;Целеустремлённым?;
;~;;;;;;;;bar;;;Да, этим.;
;barran_M_0001;;talk_bar,talk_ran;bar,ran;conv;1;barran_conv;FALSE;ran;;;Я Лориэн, принц Небесных Полян.;
;~;;;;;;;;bar;;;Пока ты не король!;
;~;;;;;;;;bar;;;Те частенько теряют головы.;
;~;;;;;;;;ran;;;Поразительно! Ты Кронт.;
;~;;;;;;;;ran;;;Я думал, ты погиб.;
;~;;;;;;;;bar;;;Ха! Многие думают. А я тут.;
;barran_M_0002;;talk_bar,talk_ran;bar,ran;conv;2;barran_conv;FALSE;bar;;;Ха-ха, сразу видно, что ты брат Меррис!;
;~;;;;;;;;ran;;;Да, рыжие и синие волосы — очевидный семейный признак.;
;~;;;;;;;;bar;;;Родня видна в делах, а не в лице.;
;~;;;;;;;;bar;;;Ты такой же пижон, эльф.;
;~;;;;;;;;bar;;;И так же пришёл помогать! Хорошо, что ты здесь.;
;~;;;;;;;;ran;;;Ну да.;
;barran_S_0001;;talk_bar,talk_ran;bar,ran;conv;1000;barran_conv;FALSE;ran;;;За все свои странствия мог бы выучить общий язык.;
;~;;;;;;;;bar;;;Только эльфы-герои тратят время на ванны и книжки.;
;~;;;;;;;;bar;;;Варвар проходит походы кровью и потом.;
;~;;;;;;;;ran;;;Ну да, я чувствую запах.;
;barranA_S_0001;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Думаешь, сделаешь лучше — иди пробуй.;
;~;;;;;;;;ran;;;Не особо в настроении сейчас.;
;~;;;;;;;;bar;;;Ха-ха! Настроение управляет мозгом?;
;~;;;;;;;;ran;;;Я… даже не знаю, что на это ответить.;
;barranA_S_0003;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Духи не наставляли меня в этот раз.;
;~;;;;;;;;ran;;;При чём тут духи, когда речь о рубке скелетов?;
;~;;;;;;;;bar;;;Тебе не понять. Нет связи с предками.;
;barranA_S_0004;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Падаешь и снова встаёшь. Таков путь героя.;
;~;;;;;;;;ran;;;Ну да, представляю, сколько ты падал.;
;barranA_S_0005;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Так чего ты не летаешь, как Меррис?;
;~;;;;;;;;ran;;;Потому что я не колдун.;
;~;;;;;;;;bar;;;О-о. Точно.;
;barranA_S_0006;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;А чего волосы синие?;
;~;;;;;;;;ran;;;Как же — эльфийская кровь.;
;~;;;;;;;;bar;;;Значит, у Меррис просто кровь простая.;
;~;;;;;;;;ran;;;Дело в магии внутри, а не в цвете крови…;
;barranB_S_0001;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;FALSE;bar;;;В отличие от Меррис, ты силён физически.;
;~;;;;;;;;bar;;;Но тебе нужно хорошее оружие, а не палка.;
;~;;;;;;;;bar;;;Может, приделать сталь к концу палки — и дело наладится.;
;~;;;;;;;;ran;;;Ты хоть представляешь, сколько силы нужно, чтобы натянуть этот лук?;
;~;;;;;;;;ran;;;Ты серьёзно не уважаешь лук?!;
;~;;;;;;;;bar;;;Не вижу черепа Смерти.;
;~;;;;;;;;ran;;;Ладно. Эту тебе засчитаю.;
;barranB_S_0002;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;bar;;;Это лишь одна из многих будущих побед.;
;~;;;;;;;;ran;;;Я рассчитываю ещё на пару попыток.;
;barranB_S_0003;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;bar;;;Может, Меррис первая придёт к финишу.;
;~;;;;;;;;ran;;;Моя сестра? Она же хрупкая изнеженная принцесса.;
;~;;;;;;;;bar;;;Забавно, она о тебе то же самое говорила.;
;barranB_S_0004;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;ran;;;В этот раз звёзды не сошлись.;
;~;;;;;;;;bar;;;При чём тут звёзды, когда стреляешь по скелетам?;
;~;;;;;;;;ran;;;От тебя понимания я и не ждал.;
;bardru_M_0001;;talk_bar,talk_dru;bar,dru;conv;1;bardru_conv;FALSE;dru;;;Ха! Зверь, как и я.;
;~;;;;;;;;bar;;;Варвар не дикарь, как друиды.;
;~;;;;;;;;dru;;;Скажи это старым друзьям, которых встретишь внизу.;
;bardru_M_0002;;talk_bar,talk_dru;bar,dru;conv;2;bardru_conv;FALSE;bar;;;Чего ты сюда пришла, друид?;
;~;;;;;;;;bar;;;В Подземном мире нет кровопролития.;
;~;;;;;;;;dru;;;Слаще всего проливать кровь врагов.;
;~;;;;;;;;bar;;;Разрушение ни к чему тебя не приведёт.;
;~;;;;;;;;dru;;;От себя говоришь?;
;bardru_M_0003;;talk_bar,talk_dru;bar,dru;conv;3;bardru_conv;FALSE;dru;;;Брось притворяться, варвар.;
;~;;;;;;;;dru;;;Ты пришёл сюда крушить! И противника выбрал могучего.;
;~;;;;;;;;dru;;;Я бы очеень хотела увидеть тебя в деле там, внизу.;
;~;;;;;;;;bar;;;Убери свои бешеные глаза, пожалуйста.;
;bardru_S_0001;;talk_bar,talk_dru;bar,dru;conv;1010;bardru_conv;FALSE;dru;;;Надеюсь, на охоте мы не встретимся, здоровяк.;
;~;;;;;;;;bar;;;Не парься, на твои обличья я не охотлюсь.;
;~;;;;;;;;dru;;;Про себя такого сказать не могу. Лучше гляди в оба.;
;bardru_S_0003;assdru_S_0003;talk_bar,talk_dru;bar,dru;conv;1010;bardru_conv;FALSE;dru;;;Кронт. Мне нужно кое-что спросить. Никому не разглашай.;
;~;;;;;;;;dru;;;А то вырву язык!;
;~;;;;;;;;bar;;;Ха! Ты заинтриговала мои уши!;
;~;;;;;;;;dru;;;Что такое… доу-найт?;
;~;;;;;;;;bar;;;Это тесто из найта.;
;~;;;;;;;;dru;;;Я ни разу не встречала такое существо.;
;~;;;;;;;;bar;;;Найт — вид дракона. Вот только как его в тесто превращают — не знаю.;
;~;;;;;;;;dru;;;Хм. Никси куда более дикая, чем я думала.;
;wardru_M_0001;;talk_war,talk_dru;war,dru;conv;1;wardru_conv;FALSE;war;;;Дикая друидка? Ого. Я Скади.;
;~;;;;;;;;war;;;Никогда не думала, что встречу кого-то из вас вне… Леса.;
;~;;;;;;;;dru;;;Оставь любезности, горянка. У обеих на руках кровь этой земли.;
;~;;;;;;;;dru;;;Ты просто отказываешься это видеть. Дикая, говоришь? Похоже, в зеркале себя не видела…;
;~;;;;;;;;war;;;Я… я не хочу с тобой сражаться. Или копаться в древней истории.;
;~;;;;;;;;dru;;;Скажи это друиду фьорда. Если найдёшь хоть одного.;
;wardru_M_0002;seen_VampireLord;talk_war,talk_dru;war,dru;conv;2;wardru_conv;FALSE;war;;;Знаешь, у горцев с друидами больше нет распрей… в наши дни.;
;~;;;;;;;;dru;;;В наши дни легко, да? Когда всё уже случилось.;
;~;;;;;;;;dru;;;Не переживай, я тебя не виню. Таков закон природы.;
