n/a;code;condition;event;#eventalt;ini;type;prio;group;reuse;speaker;voice;#;English(en);Bulgarian(bg)
;ear_hbmor_S_0001;has_boon_mor;lvl_ear;;pc;vn;1000;ear_hbmor;TRUE;Earth;ear_hbmor_S_0001_ALT;;Лето плохо влияла на Морт. Вела себя как подруга и сестра, вместо того чтобы занять место отсутствующего родителя.;
;ear_hbmor_S_0002;has_boon_mor;lvl_ear;;pc;vn;1000;ear_hbmor;TRUE;Earth;ear_hbmor_S_0002;;Мягкая. Слабая. Морт меркнет в сравнении со своим отцом. Как она поможет его победить?;
;ear_hbser_S_0001;has_boon_ser;lvl_ear;;pc;vn;1010;ear_hbser;TRUE;Earth;ear_hbser_S_0001_ALT2;;Зима, вечно покрывающая мои лучшие творения. Ха! Она просто не может без всеобщего внимания!;
;ear_hbser_S_0002;has_boon_ser;lvl_ear;;pc;vn;1001;ear_hbser;TRUE;Earth;ear_hbser_S_0002_ALT;;Каждый год Зима отступает в мою обитель. Я же, в отличие от неё, всегда на месте.; 
;ear_hbtim_S_0001;has_boon_tim;lvl_ear;;pc;vn;1000;ear_hbtim;TRUE;Earth;ear_hbtim_S_0001_ALT3;;Знаешь… Время — это нечто. Даже я не уверена, что одолела бы его в схватке один на один.;
;ear_hbjus_S_0001;has_boon_jus;lvl_ear;;pc;vn;1004;ear_hbjus;TRUE;Earth;ear_hbjus_S_0001;;Справедливость дисциплинированна, достойна уважения и верный друг.;
;ear_hbjus_S_0002;has_boon_jus;lvl_ear;;pc;vn;1003;ear_hbjus;TRUE;Earth;ear_hbjus_S_0002;;Справедливость хранит устои нашего пантеона и оберегает стабильность. Это нелёгкая ноша.;
;ear_hbwra_S_0001;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0001;;Ха, ха, ха! Лэйгун тоже здесь? Опять пытается заслужить расположение Лета? Какой же глупец.;
;ear_hbwra_S_0002;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0002_ALT;;Лэйгун! Ха! Кажется бы, такой эгоцентрист должен больше работать над собой.;
;ear_hbwra_S_0003;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0003_ALT;;Лэйгун здесь лишь для того, чтобы потешить своё эго. Не ищи помощи у ненадёжных!;
;ear_hbwra_S_0004;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0004_ALT2;;Под благословением Лэйгуна? Этот тип не может высидеть на одном месте и минуты. Ха! Я ждала от тебя большего, новичок!;
;wat_M_0001;;lvl_core_wat;;pc;vn;1;;FALSE;Water;wat_M_0001_A;;Извини, что заставил ждать, друг, но, кажется, без меня ты поднял изрядную волну!;
;~;;;;;;;;FALSE;Water;wat_M_0001_B;;Весь пантеон на ушах, Смерть заперся в своей крепости, а время течёт через смертные руки!;
;~;;;;;;;;FALSE;Water;wat_M_0001_C;;Это точно войдёт в легенды!;
;wat_M_0002;;lvl_core_wat;;pc;vn;2;;FALSE;Water;wat_M_0002;;Видеть, как вы, смертные, объединяетесь, — очень освежает! У нас, богов, репутация, а вечность даёт кучу времени, чтобы перебранки превращались во вражду. Гордость — тяжёлый якорь!;
;wat_S_0002;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0002;;Знатную вечеринку у бассейна ты тут устроил!;
;wat_S_0003;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0003;;Дары океана — твои!;
;wat_S_0004;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0004;;Угощаю, приятель!;
;wat_S_0005;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0005;;Благословения на чёрный день!;
;wat_S_0006;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0006;;Посылка для тебя!;
;wat_S_0007;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0007;;Смотри, что прибило к берегу!;
;wat_S_0008;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0008;;Дальше всё пойдёт как по маслу!;
;wat_S_0009;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0009;;Все реки впадают в океан!;
;wat_S_0010;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0010;;Океан полон потерянных вещей — эта сама нашла дорогу к тебе!;
;wat_S_0011;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0011;;Осторожнее — возможно, придётся отчищать эту от ракушек!;
;wat_S_0012;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0012;;Немного застряли, да? Позволь смыть часть твоих проблем!;
;wat_S_0013;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0013;;Чем глубже опускаешься, тем крупнее водится рыба!;
;wat_S_0014;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0014;;Не греби — плыви по ветру!;
;wat_S_0015;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0015;;Прилив!;
;wat_S_0016;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0016;;Дай-ка я выужу для тебя что-нибудь с глубин — порой даже я удивляюсь тому, что нахожу там!;
;wat_S_0017;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0017;;Вот это живучая креветка!;
;wat_hbemp_S_0001;has_boon_emp;lvl_wat;;pc;vn;1000;wat_hbemp;TRUE;Water;wat_hbemp_S_0001_A;;Иногда я вас, людей, не понимаю, вам не положено бродить по океанам!;
;~;;;;;;;;;Water;wat_hbemp_S_0001_B;;Впрочем, я спас душу-другую по просьбе Лахи — даже бог не может отказать Судьбе!;
;wat_hbemp_S_0002;has_boon_emp;lvl_wat;;pc;vn;1000;wat_hbemp;TRUE;Water;wat_hbemp_S_0002;;Всегда хорошо бросить подношение Мойрам, когда плаваешь по моим морям, смертный! А то не думаю, что Лэйгун или богиня природы услышат твои молитвы.;
;wat_hbcon_S_0001;has_boon_con;lvl_wat;;pc;vn;1000;wat_hbcon;TRUE;Water;wat_hbcon_S_0001;;Тьфу, ты взял благословения Крома? Я знаю, что мы с ним по одну сторону… и всё же не могу отделаться от ощущения, будто к мне прилипла водоросль!;
;wat_hbcon_S_0002;has_boon_con;lvl_wat;;pc;vn;1000;wat_hbcon;TRUE;Water;wat_hbcon_S_0002;;Что ты нашёл в благословениях Крома, смертный? Там полно куда более жизнеспособных вариантов!;
;wat_hbven_S_0001;has_boon_ven;lvl_wat;;pc;vn;1000;wat_hbven;TRUE;Water;wat_hbven_S_0001;;Я знаю, мы с Летом должны быть противоположностями, но, честно, мне грустно, что мы редко встречаемся, она милая девчонка.;
;wat_hbven_S_0002;has_boon_ven;lvl_wat;;pc;vn;1000;wat_hbven;TRUE;Water;wat_hbven_S_0002;;Лето из тех, с кем хочется держаться — смеётся громко, светит ярко. Жаль, что наши стихии так различны!;
;wat_hbmor_S_0001;has_boon_mor;lvl_wat;;pc;vn;1000;wat_hbmor;TRUE;Water;wat_hbmor_S_0001;;Носишь благословение Морт? В ней не одна капля тепла, а целая волна. Очень приятный сюрприз, учитывая её родителей!;
;wat_hbser_S_0001;has_boon_ser;lvl_wat;;pc;vn;1000;wat_hbser;TRUE;Water;wat_hbser_S_0001;;Хочешь произвести хорошее впечатление на Зиму? Маленький совет — она падка на лесть!; 
;wat_hbser_S_0002;has_boon_ser;lvl_wat;;pc;vn;1000;wat_hbser;TRUE;Water;wat_hbser_S_0002;;Зима однажды пыталась заморозить все моря, говоря, что это будет выглядеть «величественно». Думаю, так она флиртовала. Меньше романтический жест, больше любовное письмо самой себе, если спросишь меня!;
;wat_hbtim_S_0001;has_boon_tim;lvl_wat;;pc;vn;1000;wat_hbtim;TRUE;Water;wat_hbtim_S_0001;;Думаешь, Время в свободное время просто считает секунды ради забавы? Если, конечно, оно улавливает эту концепцию.;
;wat_hbtim_S_0002;has_boon_tim;lvl_wat;;pc;vn;1000;wat_hbtim;TRUE;Water;wat_hbtim_S_0002;;Время слишком серьёзно для моего вкуса. Это от первородности, но светскую беседу не скрасит!;
;wat_hbjus_S_0001;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0001;;Я ни разу не видел, чтобы Леди Справедливость смеялась! Даже моими лучшими шутками не могу выдавить улыбку!;
;wat_hbjus_S_0002;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0002;;Леди Справедливость так же несмешна, как справедлива — и, к несчастью для неё, она действительно хороша в своей работе!;
;wat_hbjus_S_0003;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0003;;Под благословением Справедливости? Не трать силы на лесть, она не выдаст никаких поблажек! Эта барышня более каменная, чем скульптуры Нинь.;
;wat_hbwra_S_0001;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0001;;Лэйгун не сдерживается, и я тоже. Вот почему наши встречи так бодрят! Мы испытываем друг друга — молния и волна, рёв и грохот. Называй это спаррингом богов.;
;wat_hbwra_S_0002;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0002_A;;Пока я занят спаррингом с Лэйгуном, я порой забываю смотреть под воду! На его счету немало кораблекрушений.;
;~;;;;;;;;;Water;wat_hbwra_S_0002_B;;Хотя, пожалуй, справедливо, что я беру свою долю этой ответственности!;
;wat_hbwra_S_0003;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0003;;От одних штормов спасаешься, а с другими потом выпиваешь. Это как раз про нас с Лэйгуном.;
;wat_hbear_S_0001;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0001;;Не пытайся угнаться за Нинь, друг, тебе не удастся! Говорю по собственному опыту.;
;wat_hbear_S_0002;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0002;;Не записывайся ни на какие тренировки с Нинь! Последний герой, которого я помню делавшим это, до сих пор толкает огромный валун!;
;wat_hbear_S_0003;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0003;;Иногда прокатиться на волне лучше тренировки. Или, по крайней мере, мне хотелось бы так сказать, потому что тренировки Нинь изматывают!;
