n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;asswar_S_0008;;talk_ass,talk_war;ass,war;conv;1007;asswar_conv;TRUE;war;;;So if you backstab Death in the dark, who's gonna tell the tale?;
;~;;;;;;;;ass;;;ill leave it to the bards to make something up.;
;~;;;;;;;;ass;;;their bullshit is always good cover.;
;asswarA_S_0001;last_run_fail;talk_ass,talk_war;ass;conv;1001;asswar_conv;TRUE;war;;;Didn't see him I imagine?;
;~;;;;;;;;ass;;;one of those attempts we don't talk about.;
;asswarA_S_0002;last_run_fail;talk_ass,talk_war;ass;conv;1000;asswar_conv;TRUE;war;;;See him down there?;
;~;;;;;;;;ass;;;no comment.;
;asswarA_S_0003;last_run_fail and asswar_S_0002;talk_ass,talk_war;ass;conv;1002;asswar_conv;FALSE;war;;;Is this how that Prince of Ers quested?;
;~;;;;;;;;ass;;;being mocked by the newbie now.;
;~;;;;;;;;ass;;;sometimes I wish assassin heroes didn't stab their bards.;
;asswarA_S_0004;last_run_fail;talk_ass,talk_war;ass;conv;1000;asswar_conv;TRUE;war;;;Can't you stealth around to find him?;
;~;;;;;;;;ass;;;I wish.;
;asswarB_S_0001;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;war;;;I'd ask for advice, but we're in entirely different trades here.;
;~;;;;;;;;ass;;;dont lose.;
;~;;;;;;;;war;;;That is so general and useless that it's actually compatible.;
;asswarB_S_0002;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;war;;;How does an assassin deal with failure?;
;~;;;;;;;;ass;;;havent met many. cant say.;
;~;;;;;;;;ass;;;personally, i run.;
;asswarB_S_0003;last_run_fail;talk_ass,talk_war;war;conv;1000;asswar_conv;TRUE;ass;;;a failure that doesnt lead to ur death or discovery is just a step.;
;~;;;;;;;;war;;;Death does know of us though.;
;~;;;;;;;;ass;;;if ur target doesnt care for u, ur still clear.;
;~;;;;;;;;ass;;;let them underestimate until the dagger is at their throat.;
;assran_M_0001;;talk_ass,talk_ran;ass,ran;conv;1;assran_conv;FALSE;ran;;;I didn't think I'd ever see a moon elf.;
;~;;;;;;;;ass;;;im not a moon elf!;
;~;;;;;;;;ran;;;Oh, so you're from the.. Underground.;
;~;;;;;;;;ass;;;disappointed?!;
;~;;;;;;;;ran;;;Yes, a little.;
;assran_M_0002;;talk_ass,talk_ran;ass,ran;conv;2;assran_conv;FALSE;ran;;;Why, I just remembered we skipped the introductions.;
;~;;;;;;;;ran;;;I'm Lorien.;
;~;;;;;;;;ass;;;ur sis told me. im nixi.;
;~;;;;;;;;ran;;;Splendid. ;
;~;;;;;;;;ass;;;cool.;
;assran_M_0003;;talk_ass,talk_ran;ass,ran;conv;3;assran_conv;FALSE;ran;;;I thought you wraith elves didn't surface much.;
;~;;;;;;;;ass;;;im not some reptile that "surfaces"!;
;~;;;;;;;;ran;;;They're called "fish".;
;~;;;;;;;;ass;;;dont talk to me like ive lived my whole life in a hole!;
;~;;;;;;;;ran;;;Well.;
;~;;;;;;;;ass;;;... ..;
;~;;;;;;;;ass;;;...shut up!;
;assran_M_0004;;talk_ass,talk_ran;ass,ran;conv;4;assran_conv;FALSE;ran;;;So, is the Underground anything like the Underworld?;
;~;;;;;;;;ass;;;not even a little.;
;~;;;;;;;;ran;;;Dirtier then?;
;~;;;;;;;;ass;;;and more stimulating.;
;~;;;;;;;;ran;;;Right... Not on the same page at all.;
;assran_M_0005;;talk_ass,talk_ran;ass,ran;conv;5;assran_conv;FALSE;ran;;;Is there much need for assassins in the Underground?;
;~;;;;;;;;ass;;;y, so we can deal with the ones of ur kind trying to dig us out.;
;~;;;;;;;;ran;;;Oh.;
;assran_M_0006;;talk_ass,talk_ran;ass,ran;conv;6;assran_conv;FALSE;ass;;;merris never said she was royalty.;
;~;;;;;;;;ran;;;Hard to tell isn't it? She doesn't act the part at all.;
;~;;;;;;;;ass;;;n u dont dress the part.;
;~;;;;;;;;ran;;;This is a practical outfit.;
;~;;;;;;;;ran;;;Heroism takes precedence over style.;
;assran_S_0001;;talk_ass,talk_ran;ass,ran;conv;7;assran_conv;FALSE;ran;;;So how do you feel about being called "dwarf elves"?;
;~;;;;;;;;ass;;;its a compliment, theyre great fun.;
;~;;;;;;;;ran;;;What?! But... you're elves! Refined and elegant...;
;~;;;;;;;;ran;;;And dwarves are so... so... rowdy.;
;~;;;;;;;;ass;;;y. nothing like a dwarf feast.;
;~;;;;;;;;ran;;;Haven't had the "luxury" to experience one.;
;assranB_S_0001;last_run_fail and assran_M_0003;talk_ass,talk_ran;ran;conv;1001;assran_conv;FALSE;ran;;;Shouldn't you feel just at home in that Underworld?;
;~;;;;;;;;ass;;;as I said, they're nothing alike!;
;assranB_S_0002;last_run_fail;talk_ass,talk_ran;ran;conv;1001;assran_conv;FALSE;ran;;;Such a gloomy place down there.;
;~;;;;;;;;ass;;;something wrong with gloom?;
;~;;;;;;;;ran;;;Right. Apologies.;
;assdru_M_0001;;talk_ass,talk_dru;ass,dru;conv;1;assdru_conv;FALSE;ass;;;great, a druid.;
;~;;;;;;;;dru;;;A wraith elf?! Now?!;
;~;;;;;;;;dru;;;The Fates mock me.;
;~;;;;;;;;ass;;;u prob deserve it;
;assdru_S_0001;;talk_ass,talk_dru;ass,dru;conv;1001;assdru_conv;FALSE;dru;;;I spent two months looking for your blood, elf.;
;~;;;;;;;;ass;;;What?!;
;~;;;;;;;;dru;;;Wraith elf blood. Rare.;
;~;;;;;;;;dru;;;I didn't think I'd ever see one of you in the flesh.;
;~;;;;;;;;ass;;;and i hoped id never see one of you;
;assdru_S_0002;;talk_ass,talk_dru;ass,dru;conv;1002;assdru_conv;FALSE;ass;;;wtf were u gonna do with wraith elf blood?;
;~;;;;;;;;ass;;;...just curious.;
;~;;;;;;;;dru;;;Ritual to restore dead trees. It requires wraith blood.;
;~;;;;;;;;ass;;;a more uplifting story than i thought actually.;
;assdru_S_0003;;talk_ass,talk_dru;ass,dru;conv;1003;assdru_conv;FALSE;ass;;;sorry i couldn't donate any i guess. wraith elf blood;
;~;;;;;;;;dru;;;Dough nayt? I don't understand.;
;~;;;;;;;;ass;;;nvm, forget about it.;
;assdru_S_0004;;talk_ass,talk_dru;ass,dru;conv;1004;assdru_conv;FALSE;ass;;;sorry about your forest.;
;~;;;;;;;;ass;;;I know what it feels like to have your homeland... you know.;
;~;;;;;;;;dru;;;T-... T-thnk yu.;
;~;;;;;;;;ass;;;given the teeth-grinding, ill assume u dont use those words often.;
;~;;;;;;;;ass;;;im one to talk though...;
;assdru_S_0005;;talk_ass,talk_dru;ass,dru;conv;1005;assdru_conv;FALSE;ass;;;u kn animals take baths too right?;
;~;;;;;;;;dru;;;You must be thinking of worms.;
;~;;;;;;;;dru;;;Most regular creatures hide when it rains.;
;~;;;;;;;;ass;;;rain is not a... whatever.;
;barwar_M_0001;;talk_bar,talk_war;bar,war;conv;1;barwar_conv;FALSE;war;;;!;
;~;;;;;;;;war;;;!!;
;~;;;;;;;;bar;;;Why you stare, warrior?;
;~;;;;;;;;war;;;You're... you're…;
;~;;;;;;;;war;;;And the metal arm and everything… it can't be!;
;~;;;;;;;;war;;;You're Kront!! And you called me a warrior too!;
;~;;;;;;;;bar;;;Ha, calm down. Take breath, is few air here.;
;~;;;;;;;;bar;;;Look, is a lot to explain, but I try best.;
;~;;;;;;;;@fade;;;;
;~;;;;;;;;bar;;;You just go kill Death now, we talk more later.;
;barwar_M_0002;;talk_bar,talk_war;bar,war;conv;2;barwar_conv;FALSE;bar;;;Warrior, I forgot to ask name.;
;~;;;;;;;;war;;;I'm… I'm Skadi.;
;~;;;;;;;;bar;;;Why you so frozen?;
;~;;;;;;;;war;;;I'm just. I-... I… you are a legend. Standing before me.;
;~;;;;;;;;bar;;;Ah, old legend. Can't trust old legend.;
;~;;;;;;;;bar;;;Passed through too many people.;
;barwar_M_0003;;talk_bar,talk_war;bar,war;conv;3;barwar_conv;FALSE;war;;;I didn't expect to find one such as you here.;
;~;;;;;;;;bar;;;You think me mighty warrior, yes?;
;~;;;;;;;;bar;;;Old barbarians like me have to find final quest to die on.;
;~;;;;;;;;bar;;;Ha-ha! But no worry, you do this! Your joints still move smoothly.;
;~;;;;;;;;war;;;Lets hope I don't disappoint...;
;barwar_M_0004;;talk_bar,talk_war;bar,war;conv;4;barwar_conv;FALSE;bar;;;First time trying to kill a god?;
;~;;;;;;;;war;;;First time questing professionally really…;
;~;;;;;;;;bar;;;Gonna make great story then.;
;~;;;;;;;;bar;;;Newcomer beats useless veterans!;
;~;;;;;;;;bar;;;Ha! I root for you just to see face of others.;
;barwar_M_0005;seen_VampireLord;talk_bar,talk_war;bar,war;conv;5;barwar_conv;FALSE;war;;;If I may ask… what led you here?;
;~;;;;;;;;bar;;;I said - final quest to die on!;
;~;;;;;;;;war;;;But… that can't really be it, right? You can't be done with it!;
;~;;;;;;;;bar;;;Fame and glory not all it's famed up to be, warrior.;
;barwar_M_0006;seen_VampireLord;talk_bar,talk_war;bar,war;conv;6;barwar_conv;FALSE;bar;;;Hero is one driven by purpose, not quest, warrior.;
;~;;;;;;;;war;;;...you're saying I'm... not cut out to be one.;
;~;;;;;;;;bar;;;No. Is just advice to think on.;
;~;;;;;;;;bar;;;Think is important. I don't do enough when young.;
;~;;;;;;;;bar;;;Now old and regretful.;
;barwar_M_0007;kill_VampireLord;talk_bar,talk_war;bar,war;conv;7;barwar_conv;FALSE;war;;;I thought about what you said and…;
;~;;;;;;;;war;;;I want to prove myself, to become more than I am.;
;~;;;;;;;;war;;;Is that not a purpose? A quest?;
;~;;;;;;;;bar;;;This depend. There is more depth to statement.;
;~;;;;;;;;bar;;;Dig deeper. Ask the why.;
;~;;;;;;;;bar;;;Wish I asked why when was your age.;
;barwar_S_0001;;talk_bar,talk_war;bar,war;conv;1000;barwar_conv;FALSE;bar;;;Is good to finally have true warrior here.;
;~;;;;;;;;war;;;Me? But this place is filled with heroes!;
;~;;;;;;;;bar;;;I say warrior, not hero.;
;~;;;;;;;;war;;;Oh...;
;~;;;;;;;;bar;;;Only you check both.;
;~;;;;;;;;war;;;!;
;barwar_S_0002;;talk_bar,talk_war;bar,war;conv;1001;barwar_conv;FALSE;bar;;;Why not axe? Axe superior to sword.;
;~;;;;;;;;war;;;This is a highlander sword, mind you.;
;~;;;;;;;;bar;;;Ok, this fair point.;
;barwar_S_0003;;talk_bar,talk_war;bar,war;conv;1002;barwar_conv;FALSE;bar;;;Fought alongside one of your kin. Strong woman.;
;~;;;;;;;;war;;;Hildr the Brave? Against that horde of demons?;
;~;;;;;;;;bar;;;Hildr the Reckless more better.;
;~;;;;;;;;war;;;Coming from you?;
;~;;;;;;;;bar;;;Is another fair point.;
;barwar_S_0004;;talk_bar,talk_war;bar,war;conv;1003;barwar_conv;FALSE;war;;;Got some mythical stories to tell?;
;~;;;;;;;;bar;;;Only remember bard hyperbole.;
;~;;;;;;;;war;;;I don't mind!;
;~;;;;;;;;bar;;;Join me hunt tomorrow.;
;~;;;;;;;;bar;;;I remember story straight by then.;
;barwar_S_0005;;talk_bar,talk_war;bar,war;conv;1004;barwar_conv;FALSE;bar;;;Missing ale here.;
;~;;;;;;;;war;;;Yeah... Maybe we can find some down there.;
;~;;;;;;;;bar;;;I ask shopkeeper!;
;barwarA_S_0001;last_run_fail;talk_bar,talk_war;bar;conv;1010;barwar_conv;TRUE;war;;;Did you defeat him?!;
;~;;;;;;;;bar;;;Ha-ha! No. This I expect you to beat me to.;
;~;;;;;;;;bar;;;I'll just clear path a bit.;
;barwarA_S_0002;last_run_fail;talk_bar,talk_war;bar;conv;1000;barwar_conv;TRUE;bar;;;I know one bard who will write about this failure.;
;~;;;;;;;;war;;;They'll never find out.;
;~;;;;;;;;bar;;;Bards have their ways. Fear bards, Skadi. Is only enemy can't be defeated with weapon.;
;barwarA_S_0003;last_run_fail;talk_bar,talk_war;bar;conv;1003;barwar_conv;TRUE;war;;;It's odd, seeing my idols fail.;
;~;;;;;;;;bar;;;Idols always fall to ground. Careful where you put them.;
;barwarA_S_0004;last_run_fail;talk_bar,talk_war;bar;conv;1000;barwar_conv;TRUE;bar;;;Don't learn from me, warrior.;
;~;;;;;;;;war;;;Failure is a great teacher?;
;~;;;;;;;;bar;;;Ok. Do opposite of what I do!;
;barwarA_S_0006;last_run_fail;talk_bar,talk_war;bar;conv;1001;barwar_conv;TRUE;war;;;An attempt the bards will write about?;
;~;;;;;;;;bar;;;Not if I sees them scribbling.;
;barwarB_S_0001;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;war;;;I failed. But I'll get to him next time.;
;~;;;;;;;;bar;;;That's the spirit!;
;barwarB_S_0002;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;bar;;;Don't despair cuz failure.;
;~;;;;;;;;bar;;;One time I climb this mountain, I fall three times.;
;~;;;;;;;;bar;;;One time pushed by Yeti, next by avalanche.;
;~;;;;;;;;war;;;Third?;
;~;;;;;;;;bar;;;Slipped hand on rock.;
;barwarB_S_0003;last_run_fail;talk_bar,talk_war;war;conv;1000;barwar_conv;TRUE;bar;;;All epic quest must have downfall arc.;
;~;;;;;;;;war;;;Still waiting for the uptick.;
;barwarB_S_0004;last_run_fail;talk_bar,talk_war;war;conv;1001;barwar_conv;TRUE;bar;;;Failure is good teacher.;
;~;;;;;;;;war;;;I haven't heard much about your failures.;
;~;;;;;;;;bar;;;No bard would write that - they'd lose job! If I find them, anyway.;
;barwarB_S_0005;last_run_fail;talk_bar,talk_war;war;conv;1002;barwar_conv;FALSE;bar;;;How go?;
;~;;;;;;;;war;;;If it wasn't for the Hourglass, I'd be dead...;
;~;;;;;;;;bar;;;Bah, heroes always get help.;
;~;;;;;;;;bar;;;Dumb luck and miracles is part of profession.;
;barwarB_S_0006;last_run_fail;talk_bar,talk_war;war;conv;1001;barwar_conv;TRUE;war;;;How do you deal with the failures?!;
;~;;;;;;;;bar;;;Be simple-minded.;
;~;;;;;;;;war;;;Single-minded?;
;~;;;;;;;;bar;;;Yes, this.;
;barran_M_0001;;talk_bar,talk_ran;bar,ran;conv;1;barran_conv;FALSE;ran;;;I am Lorien, prince of the Skyglades.;
;~;;;;;;;;bar;;;As long as you not king!;
;~;;;;;;;;bar;;;Those tend to lose heads.;
;~;;;;;;;;ran;;;Astonishing! You're Kront.;
;~;;;;;;;;ran;;;I thought you were dead.;
;~;;;;;;;;bar;;;Ha! Many think. Still around.;
;barran_M_0002;;talk_bar,talk_ran;bar,ran;conv;2;barran_conv;FALSE;bar;;;Ha-ha, so obvious you brother of Merri!;
;~;;;;;;;;ran;;;Yes, red and blue hair colors are an obvious sibling trait.;
;~;;;;;;;;bar;;;Sibling is in do, not see.;
;~;;;;;;;;bar;;;You same kind of showy, elf.;
;~;;;;;;;;bar;;;And same you come to help! Is good to have you.;
;~;;;;;;;;ran;;;Right.;
;barran_S_0001;;talk_bar,talk_ran;bar,ran;conv;1000;barran_conv;FALSE;ran;;;Surely you could have learned the common tongue in all your travels.;
;~;;;;;;;;bar;;;Only elf hero spend time take baths and read book.;
;~;;;;;;;;bar;;;Barbarian do quest through blood and sweat.;
;~;;;;;;;;ran;;;Right. I can smell it.;
;barranA_S_0001;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;You think you can do better, go try.;
;~;;;;;;;;ran;;;Not really in the mood right now.;
;~;;;;;;;;bar;;;Ha-ha! Mood control brain?;
;~;;;;;;;;ran;;;I... can't even respond to this.;
;barranA_S_0003;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Spirits no guide me this time.;
;~;;;;;;;;ran;;;What do the spirits have to do with slashing at skeletons?;
;~;;;;;;;;bar;;;You wouldn't get. No ancestral connection.;
;barranA_S_0004;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;You fall and get back up again. Is hero's journey.;
;~;;;;;;;;ran;;;Right, I imagine you've done a lot of falling.;
;barranA_S_0005;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;So why you no fly like Merri?;
;~;;;;;;;;ran;;;Because I'm not a sorceror.;
;~;;;;;;;;bar;;;O-oh. Right.;
;barranA_S_0006;last_run_fail;talk_bar,talk_ran;bar;conv;1001;barran_conv;TRUE;bar;;;Why hair blue?;
;~;;;;;;;;ran;;;Why, elven blood.;
;~;;;;;;;;bar;;;So Merri just common blood then.;
;~;;;;;;;;ran;;;It's the magic within, not the blood's color...;
;barranB_S_0001;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;FALSE;bar;;;Unlike Merri, physically you strong.;
;~;;;;;;;;bar;;;But you need use good weapon, not stick.;
;~;;;;;;;;bar;;;Maybe put steel at end of stick and things work out.;
;~;;;;;;;;ran;;;Do you know how much strength it takes to draw this?;
;~;;;;;;;;ran;;;Are you seriously disrespecting the bow?!;
;~;;;;;;;;bar;;;Don't see Death skull.;
;~;;;;;;;;ran;;;Right. I'll give you this one.;
;barranB_S_0002;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;bar;;;This just one of many more to come.;
;~;;;;;;;;ran;;;I expect only a few more tries.;
;barranB_S_0003;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;bar;;;Maybe Merri beat you to finish line.;
;~;;;;;;;;ran;;;My sister? She's a fragile pampered princess.;
;~;;;;;;;;bar;;;Funny, she say same of you.;
;barranB_S_0004;last_run_fail;talk_bar,talk_ran;ran;conv;1001;barran_conv;TRUE;ran;;;The stars weren't aligned on this one.;
;~;;;;;;;;bar;;;What stars have to do with shoot at skellies?;
;~;;;;;;;;ran;;;I don't expect you to understand.;
;bardru_M_0001;;talk_bar,talk_dru;bar,dru;conv;1;bardru_conv;FALSE;dru;;;Ha! A beast like me.;
;~;;;;;;;;bar;;;Barbarian not savage like druids.;
;~;;;;;;;;dru;;;Tell that to the old friends you'll see below.;
;bardru_M_0002;;talk_bar,talk_dru;bar,dru;conv;2;bardru_conv;FALSE;bar;;;Why you come here, druid?;
;~;;;;;;;;bar;;;No bloodshed in the Underworld.;
;~;;;;;;;;dru;;;The sweetest blood to spill is that of enemies.;
;~;;;;;;;;bar;;;Destruction lead you nowhere.;
;~;;;;;;;;dru;;;Speaking from experience?;
;bardru_M_0003;;talk_bar,talk_dru;bar,dru;conv;3;bardru_conv;FALSE;dru;;;Drop the act, barbarian.;
;~;;;;;;;;dru;;;You're here to lay destruction! And you picked a mighty foe.;
;~;;;;;;;;dru;;;I'd loove to see you in action down there.;
;~;;;;;;;;bar;;;Move crazy eyes away, please.;
;bardru_S_0001;;talk_bar,talk_dru;bar,dru;conv;1010;bardru_conv;FALSE;dru;;;I hope we don't meet when I'm out hunting, big guy.;
;~;;;;;;;;bar;;;No worry, I not hunt your forms.;
;~;;;;;;;;dru;;;Can't say the same myself. Best keep your eyes peeled.;
;bardru_S_0003;assdru_S_0003;talk_bar,talk_dru;bar,dru;conv;1010;bardru_conv;FALSE;dru;;;Kront. I need to ask something. Disclose it to no one.;
;~;;;;;;;;dru;;;Or I'll rip out your tongue!;
;~;;;;;;;;bar;;;Ha! You have intrigued ear!;
;~;;;;;;;;dru;;;What is... a dough nayt?;
;~;;;;;;;;bar;;;Is dough made of nayt.;
;~;;;;;;;;dru;;;I've never encountered such a creature.;
;~;;;;;;;;bar;;;Is a type of dragon. Don't know how you make it in dough though.;
;~;;;;;;;;dru;;;Huh. Nixi is more savage than I thought.;
;wardru_M_0001;;talk_war,talk_dru;war,dru;conv;1;wardru_conv;FALSE;war;;;A feral druid? Wow. I'm Skadi.;
;~;;;;;;;;war;;;I never thought I'd see one of you outside the... Forest.;
;~;;;;;;;;dru;;;Cut the niceties, highlander. We've both got the blood of the land on our hands.;
;~;;;;;;;;dru;;;You just refuse to see it. Feral is it? Guess you've never seen a mirror...;
;~;;;;;;;;war;;;I... I don't want to fight you. Or dig up ancient histories.;
;~;;;;;;;;dru;;;Say that to a druid of the fjord. If you can find one.;
;wardru_M_0002;seen_VampireLord;talk_war,talk_dru;war,dru;conv;2;wardru_conv;FALSE;war;;;You should know we highlanders have no quarrel with druids... these days.;
;~;;;;;;;;dru;;;These days it's easy isn't it? After it's all said and done.;
;~;;;;;;;;dru;;;Don't worry, I don't blame you. It's the law of nature.;
;~;;;;;;;;dru;;;It's the fault of the gods.;
;~;;;;;;;;war;;;The gods? But the gods are... helping us.;
;~;;;;;;;;dru;;;Every creature only ever helps itself.;
;~;;;;;;;;dru;;;Best learn it before it costs you.;
;wardru_M_0003;kill_VampireLord;talk_war,talk_dru;war,dru;conv;3;wardru_conv;FALSE;war;;;It would have been different now, Leaf. Things are different now.;
;~;;;;;;;;dru;;;And yet you've walked through the ancient halls made of the spirits of the fjord.;
;~;;;;;;;;war;;;It was the work of dragons. They're all gone now. Only drakes remain...;
;~;;;;;;;;dru;;;There's always a scapegoat. But the serf served its master.;
;~;;;;;;;;dru;;;Best keep your eyes peeled.;
;~;;;;;;;;dru;;;Lest you become a pawn in the game of gods like your ancestors, highlander.;
;randru_M_0001;;talk_ran,talk_dru;ran,dru;conv;1;randru_conv;FALSE;dru;;;Move or I'll rip your guts out!;
;~;;;;;;;;ran;;;Surely there are <i>cleaner</i> ways to kill someone.;
;~;;;;;;;;ran;;;Then again, judging by your hair I don't think you've heard of such a concept.;
;~;;;;;;;;dru;;;I hope you bleed red, it will color the snow nicely!;
;~;;;;;;;;ran;;;B-before you jump at me with those <b>rusted</b> claws...;
;~;;;;;;;;ran;;;Allow me a moment to explain I'm actually on your side.;
;~;;;;;;;;@fade;;;;
;~;;;;;;;;ran;;;So take the hourglass and go satiate that madness in the Underworld, please.;
;randru_M_0002;;talk_ran,talk_dru;ran,dru;conv;2;randru_conv;FALSE;ran;;;I never got your name.;
;~;;;;;;;;ran;;;I figure it's about the bare minimum and maximum I'd like to know about you.;
;~;;;;;;;;dru;;;It's Leaf.;
;~;;;;;;;;ran;;;I'm Lorien. That's enough talking now.;
;~;;;;;;;;dru;;;Splendid.;
;randru_S_0001;;talk_ran,talk_dru;ran,dru;conv;1001;randru_conv;FALSE;ran;;;You wanna talk? Talk to Merris.;
;~;;;;;;;;dru;;;Who said I'd wanna waste my breath on you?;
;~;;;;;;;;ran;;;Why yes, that perfume would be a tremendous waste!;
;randru_S_0002;;talk_ran,talk_dru;ran,dru;conv;1002;randru_conv;FALSE;dru;;;You got a problem, ranger?;
;~;;;;;;;;ran;;;Excuse my grimace. It's a natural response to your... well... everything.;
;~;;;;;;;;dru;;;Never been outside, city boy?;
;randru_S_0003;;talk_ran,talk_dru;ran,dru;conv;1003;randru_conv;FALSE;ran;;;Just so you know, the swamp is not something you're supposed to swim in, Leaf.;
;~;;;;;;;;dru;;;Oh, you'd swim alright. Just a few days in the jungle, prince.;
;~;;;;;;;;dru;;;That will shut you up real quick.;
;randru_S_0004;;talk_ran,talk_dru;ran,dru;conv;1004;randru_conv;FALSE;ran;;;You should know I've adventured quite a lot, Leaf.;
;~;;;;;;;;ran;;;There's no need to borrow the hygiene of a wild boar when on the road.;
;~;;;;;;;;dru;;;The road is not the forest, prince.;
;randruA_S_0001;last_run_fail;talk_ran,talk_dru;ran;conv;1007;randru_conv;FALSE;ran;;;Hmm, it seems feral savagery didn't help much against the legions of Death.;
;~;;;;;;;;ran;;;What's the use of it then?;
;~;;;;;;;;dru;;;If you're trying to get me to take a bath, I already did.;
;~;;;;;;;;ran;;;Rolling around in the snow isn't a bath.;
;pcsnow_25_M_0001;;talk_snow;pc;conv;1;pcsnow_conv;FALSE;snow;;;Ho-ho-ho! Greetings hero and a happy Snowswatch!;
;~;;;;;;;;snow;;;Rumors of your quest are spreading across all realms. We minor gods have been keeping a close eye!;
;~;;;;;;;;snow;;;You have been good boys and girls this year, so I took the liberty of decorating your new home!;
;~;;;;;;;;snow;;;Now then! I bid you farewell and good luck!;
;~;;;;;;;;snow;;;And don't forget to take a look under the Snowswatch Tree!;
