n/a;code;condition;event;#eventalt;ini;type;prio;group;reuse;speaker;voice;#;English(en);Bulgarian(bg)
;wat_S_0016;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0016;;Let me fish something out of the depths for you - sometimes even I’m surprised by what I find down there!;
;wat_S_0017;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0017;;That’s a tough shrimp! ;
;wat_hbemp_S_0001;has_boon_emp;lvl_wat;;pc;vn;1000;wat_hbemp;TRUE;Water;wat_hbemp_S_0001_A;;Sometimes I don't get you humans, you were not meant to wander around the oceans!;
;~;;;;;;;;;Water;wat_hbemp_S_0001_B;;Still, I’ve saved a soul or two at Lachi’s requests, even a god can’t say no to Fate!;
;wat_hbemp_S_0002;has_boon_emp;lvl_wat;;pc;vn;1000;wat_hbemp;TRUE;Water;wat_hbemp_S_0002;;Always a good idea to throw an offering to the Fates when sailing my seas, mortal! ‘Cause I don't think Leigong or the goddess of nature would heed your prayers.;
;wat_hbcon_S_0001;has_boon_con;lvl_wat;;pc;vn;1000;wat_hbcon;TRUE;Water;wat_hbcon_S_0001;;Bah, you took Krom's blessings? I know he and I are on the same side here... and yet I can't help but feel as if there's a seaweed attached to me! ;
;wat_hbcon_S_0002;has_boon_con;lvl_wat;;pc;vn;1000;wat_hbcon;TRUE;Water;wat_hbcon_S_0002;;What do you see in Krom’s blessings, mortal? There are a lot more viable options out there!;
;wat_hbven_S_0001;has_boon_ven;lvl_wat;;pc;vn;1000;wat_hbven;TRUE;Water;wat_hbven_S_0001;;I know Summer and I are meant to be opposites but I'm frankly saddened that I don't get to meet with her very often, she’s a nice lass. ;
;wat_hbven_S_0002;has_boon_ven;lvl_wat;;pc;vn;1000;wat_hbven;TRUE;Water;wat_hbven_S_0002;;Summer’s the kind of company you want to keep - laughs loud, shines bright. Too bad our domains are so different!;
;wat_hbmor_S_0001;has_boon_mor;lvl_wat;;pc;vn;1000;wat_hbmor;TRUE;Water;wat_hbmor_S_0001;;Carrying Mort’s blessing, are you? She has more than a splash of warmth, that one. A very welcome surprise, considering her parents!;
;wat_hbser_S_0001;has_boon_ser;lvl_wat;;pc;vn;1000;wat_hbser;TRUE;Water;wat_hbser_S_0001;;Want to make a good impression on Winter? A little hint - she’s a sucker for flattery, that one!; 
;wat_hbser_S_0002;has_boon_ser;lvl_wat;;pc;vn;1000;wat_hbser;TRUE;Water;wat_hbser_S_0002;;Winter tried freezing all the seas once, saying it would look “majestic”. I figure that was her idea of flirting. Less the romantic gesture and more of a love-letter to herself, if you ask me! ;
;wat_hbtim_S_0001;has_boon_tim;lvl_wat;;pc;vn;1000;wat_hbtim;TRUE;Water;wat_hbtim_S_0001;;Do you think Time just counts seconds in their spare time for fun? Assuming they get the concept.;
;wat_hbtim_S_0002;has_boon_tim;lvl_wat;;pc;vn;1000;wat_hbtim;TRUE;Water;wat_hbtim_S_0002;;Time’s too serious for my taste. Goes with being a primordial, but doesn’t make for good conversation!;
;wat_hbjus_S_0001;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0001;;I’ve never seen Lady Justice laugh! Can't even get a smile with my best jokes! ;
;wat_hbjus_S_0002;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0002;;Lady Justice is as humourless as she is just - and unfortunately for her she’s really good at her job!;
;wat_hbjus_S_0003;has_boon_jus;lvl_wat;;pc;vn;1000;wat_hbjus;TRUE;Water;wat_hbjus_S_0003;;Blessed by Justice? Don’t bother with flattery on her, she won’t give out any extra favors! The gal’s more stone than Ninh’s sculptures.;
;wat_hbwra_S_0001;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0001;;Leigong doesn’t hold back, and neither do I. That’s what makes our encounters so refreshing! We test each other—lightning and wave, roar and crash. Call it sparring between gods. ;
;wat_hbwra_S_0002;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0002_A;;While I'm busy sparring with Leigong, I sometimes forget to look below! Lots of shipwrecks on his hands.;
;~;;;;;;;;;Water;wat_hbwra_S_0002_B;;Though perhaps it's fair I take my share of that responsibility! ;
;wat_hbwra_S_0003;has_boon_wra;lvl_wat;;pc;vn;1000;wat_hbwra;TRUE;Water;wat_hbwra_S_0003;;Some storms, you survive. Others, you share a drink with afterward. That’s me and Leigong.;
;wat_hbear_S_0001;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0001;;Don't try to keep pace with Ninh, friend, you won't manage to! I'm speaking from experience.;
;wat_hbear_S_0002;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0002;;Don’t sign up for any sort of workout with Ninh! Last hero I remember doing that is still pushing a giant boulder!;
;wat_hbear_S_0003;has_boon_ear;lvl_wat;;pc;vn;1000;wat_hbear;TRUE;Water;wat_hbear_S_0003;;Sometimes riding the wave beats practice. Or at least I'd like to say as much because Ninh's workouts are exhausting!;
